,date,open,high,low,close,volume
627,2023-07-21,4550.16015625,4555.0,4535.7900390625,4536.33984375,3570190000
628,2023-07-20,4554.3798828125,4564.740234375,4527.56005859375,4534.8701171875,3761770000
629,2023-07-19,4563.8701171875,4578.43017578125,4557.47998046875,4565.72021484375,4115670000
630,2023-07-18,4521.77978515625,4562.2998046875,4514.58984375,4554.97998046875,4090010000
631,2023-07-17,4508.85986328125,4532.85009765625,4504.89990234375,4522.7900390625,3538240000
632,2023-07-14,4514.60986328125,4527.759765625,4499.56005859375,4505.419921875,3647450000
633,2023-07-13,4491.5,4517.3798828125,4489.35986328125,4510.0400390625,3839530000
634,2023-07-12,4467.68994140625,4488.33984375,4463.22998046875,4472.16015625,3920290000
635,2023-07-11,4415.5498046875,4443.64013671875,4408.4599609375,4439.259765625,3624220000
636,2023-07-10,4394.22998046875,4412.60009765625,4389.919921875,4409.52978515625,3429600000
637,2023-07-07,4404.5400390625,4440.39013671875,4397.39990234375,4398.9501953125,3630480000
638,2023-07-06,4422.6201171875,4422.6201171875,4385.0498046875,4411.58984375,3682020000
639,2023-07-05,4442.0400390625,4454.06005859375,4436.60986328125,4446.81982421875,3482620000
640,2023-07-03,4450.47998046875,4456.4599609375,4442.2900390625,4455.58984375,2034280000
641,2023-06-30,4422.43994140625,4458.47998046875,4422.43994140625,4450.3798828125,3923450000
642,2023-06-29,4374.93994140625,4398.39013671875,4371.97021484375,4396.43994140625,3696660000
643,2023-06-28,4367.47998046875,4390.35009765625,4360.22021484375,4376.85986328125,3739330000
644,2023-06-27,4337.35986328125,4384.419921875,4335.0,4378.41015625,3573500000
645,2023-06-26,4344.83984375,4362.06005859375,4328.080078125,4328.81982421875,3415030000
646,2023-06-23,4354.169921875,4366.5498046875,4341.33984375,4348.330078125,6053620000
647,2023-06-22,4355.39990234375,4382.25,4351.81982421875,4381.89013671875,3511000000
648,2023-06-21,4380.009765625,4386.22021484375,4360.14013671875,4365.68994140625,3709330000
649,2023-06-20,4396.10986328125,4400.14990234375,4367.18994140625,4388.7099609375,4055790000
650,2023-06-16,4440.9501953125,4448.47021484375,4407.43994140625,4409.58984375,6848600000
651,2023-06-15,4365.330078125,4439.2001953125,4362.60009765625,4425.83984375,4176690000
652,2023-06-14,4366.2900390625,4391.81982421875,4337.85009765625,4372.58984375,4252110000
653,2023-06-13,4352.60986328125,4375.3701171875,4349.31005859375,4369.009765625,4275400000
654,2023-06-12,4308.31982421875,4340.1298828125,4304.3701171875,4338.93017578125,3945670000
655,2023-06-09,4304.8798828125,4322.6201171875,4291.7001953125,4298.85986328125,3786510000
656,2023-06-08,4268.68994140625,4298.009765625,4261.06982421875,4293.93017578125,3826740000
657,2023-06-07,4285.47021484375,4299.18994140625,4263.9599609375,4267.52001953125,4537800000
658,2023-06-06,4271.33984375,4288.330078125,4263.08984375,4283.85009765625,3996560000
659,2023-06-05,4282.990234375,4299.27978515625,4266.81982421875,4273.7900390625,3813290000
660,2023-06-02,4241.009765625,4290.669921875,4241.009765625,4282.3701171875,4454200000
661,2023-06-01,4183.02978515625,4232.43017578125,4171.64013671875,4221.02001953125,4391860000
662,2023-05-31,4190.740234375,4195.43994140625,4166.14990234375,4179.830078125,5980670000
663,2023-05-30,4226.7099609375,4231.10009765625,4192.18017578125,4205.52001953125,4228510000
664,2023-05-26,4156.16015625,4212.8701171875,4156.16015625,4205.4501953125,3715460000
665,2023-05-25,4155.7099609375,4165.740234375,4129.72998046875,4151.27978515625,4147760000
666,2023-05-24,4132.9599609375,4132.9599609375,4103.97998046875,4115.240234375,0
667,2023-05-23,4176.7998046875,4185.68017578125,4142.5400390625,4145.580078125,4155320000
668,2023-05-22,4190.77978515625,4209.22021484375,4179.68017578125,4192.6298828125,3728520000
669,2023-05-19,4204.14990234375,4212.91015625,4180.2001953125,4191.97998046875,4041900000
670,2023-05-18,4157.68017578125,4202.2001953125,4153.5,4198.0498046875,3980500000
671,2023-05-17,4122.85009765625,4164.669921875,4113.6201171875,4158.77001953125,4039080000
672,2023-05-16,4127.9501953125,4135.5400390625,4109.85986328125,4109.89990234375,3654200000
673,2023-05-15,4126.64990234375,4141.25,4110.27001953125,4136.27978515625,3562170000
674,2023-05-12,4138.5400390625,4143.740234375,4099.1201171875,4124.080078125,3533740000
675,2023-05-11,4132.240234375,4132.7998046875,4109.2900390625,4130.6201171875,3752900000
676,2023-05-10,4143.740234375,4154.27978515625,4098.919921875,4137.64013671875,4057160000
677,2023-05-09,4124.25,4130.35009765625,4116.64990234375,4119.169921875,3810140000
678,2023-05-08,4136.97998046875,4142.2998046875,4123.81005859375,4138.1201171875,3641640000
679,2023-05-05,4084.72998046875,4147.02001953125,4084.72998046875,4136.25,4186270000
680,2023-05-04,4082.550048828125,4082.610107421875,4048.280029296875,4061.219970703125,4920090000
681,2023-05-03,4122.25,4148.2998046875,4088.860107421875,4090.75,4246510000
682,2023-05-02,4164.10009765625,4164.10009765625,4089.719970703125,4119.580078125,4486130000
683,2023-05-01,4166.7900390625,4186.919921875,4164.1201171875,4167.8701171875,3321370000
684,2023-04-28,4129.6298828125,4170.06005859375,4127.18017578125,4169.47998046875,4087800000
685,2023-04-27,4075.2900390625,4138.240234375,4075.2900390625,4135.35009765625,3750550000
686,2023-04-26,4087.780029296875,4089.669921875,4049.35009765625,4055.989990234375,3837030000
687,2023-04-25,4126.43017578125,4126.43017578125,4071.3798828125,4071.6298828125,3978640000
688,2023-04-24,4132.06982421875,4142.41015625,4117.77001953125,4137.0400390625,3290940000
689,2023-04-21,4132.14013671875,4138.02001953125,4113.85986328125,4133.52001953125,3611750000
690,2023-04-20,4130.47998046875,4148.56982421875,4114.56982421875,4129.7900390625,3772080000
691,2023-04-19,4139.330078125,4162.56982421875,4134.490234375,4154.52001953125,3572560000
692,2023-04-18,4164.259765625,4169.47998046875,4140.35986328125,4154.8701171875,3536640000
693,2023-04-17,4137.169921875,4151.72021484375,4123.18017578125,4151.31982421875,3611180000
694,2023-04-14,4140.10986328125,4163.18994140625,4113.2001953125,4137.64013671875,3575690000
695,2023-04-13,4100.0400390625,4150.259765625,4099.39990234375,4146.22021484375,3596590000
696,2023-04-12,4121.72021484375,4134.3701171875,4086.93994140625,4091.949951171875,3633120000
697,2023-04-11,4110.2900390625,4124.259765625,4102.60986328125,4108.93994140625,3665830000
698,2023-04-10,4085.199951171875,4109.5,4072.550048828125,4109.10986328125,3423650000
699,2023-04-06,4081.14990234375,4107.31982421875,4069.840087890625,4105.02001953125,3486690000
700,2023-04-05,4094.5,4099.68994140625,4072.56005859375,4090.3798828125,3968020000
701,2023-04-04,4128.02978515625,4133.1298828125,4086.8701171875,4100.60009765625,4227800000
702,2023-04-03,4102.2001953125,4127.66015625,4098.7900390625,4124.509765625,4234700000
703,2023-03-31,4056.179931640625,4110.75,4056.179931640625,4109.31005859375,4525120000
704,2023-03-30,4046.739990234375,4057.85009765625,4032.10009765625,4050.830078125,3930860000
705,2023-03-29,3999.530029296875,4030.590087890625,3999.530029296875,4027.81005859375,4145250000
706,2023-03-28,3974.1298828125,3979.199951171875,3951.530029296875,3971.27001953125,4014600000
707,2023-03-27,3982.929931640625,4003.830078125,3970.489990234375,3977.530029296875,4233540000
708,2023-03-24,3939.2099609375,3972.739990234375,3909.159912109375,3970.989990234375,4583970000
709,2023-03-23,3959.2099609375,4007.659912109375,3919.050048828125,3948.719970703125,4991600000
710,2023-03-22,4002.0400390625,4039.489990234375,3936.169921875,3936.969970703125,4533010000
711,2023-03-21,3975.889892578125,4009.080078125,3971.18994140625,4002.8701171875,4920240000
712,2023-03-20,3917.469970703125,3956.6201171875,3916.889892578125,3951.570068359375,5347140000
713,2023-03-17,3958.68994140625,3958.909912109375,3901.27001953125,3916.639892578125,9354280000
714,2023-03-16,3878.929931640625,3964.4599609375,3864.110107421875,3960.280029296875,5695790000
715,2023-03-15,3876.739990234375,3894.260009765625,3838.239990234375,3891.929931640625,6594010000
716,2023-03-14,3894.010009765625,3937.2900390625,3873.6298828125,3919.2900390625,5665870000
717,2023-03-13,3835.1201171875,3905.050048828125,3808.860107421875,3855.760009765625,6558020000
718,2023-03-10,3912.77001953125,3934.050048828125,3846.320068359375,3861.590087890625,5518190000
719,2023-03-09,3998.659912109375,4017.81005859375,3908.699951171875,3918.320068359375,4445260000
720,2023-03-08,3987.550048828125,4000.409912109375,3969.760009765625,3992.010009765625,3535570000
721,2023-03-07,4048.260009765625,4050.0,3980.31005859375,3986.3701171875,3922500000
722,2023-03-06,4055.14990234375,4078.489990234375,4044.610107421875,4048.419921875,4000870000
723,2023-03-03,3998.02001953125,4048.2900390625,3995.169921875,4045.639892578125,4084730000
724,2023-03-02,3938.679931640625,3990.840087890625,3928.159912109375,3981.35009765625,4244900000
725,2023-03-01,3963.340087890625,3971.72998046875,3939.050048828125,3951.389892578125,4249480000
726,2023-02-28,3977.18994140625,3997.5,3968.97998046875,3970.14990234375,5043400000
727,2023-02-27,3992.360107421875,4018.050048828125,3973.550048828125,3982.239990234375,3836950000
728,2023-02-24,3973.239990234375,3978.25,3943.080078125,3970.0400390625,3877700000
729,2023-02-23,4018.60009765625,4028.300048828125,3969.18994140625,4012.320068359375,3952940000
730,2023-02-22,4001.830078125,4017.3701171875,3976.89990234375,3991.050048828125,4079320000
731,2023-02-21,4052.35009765625,4052.35009765625,3995.18994140625,3997.340087890625,4121590000
732,2023-02-17,4077.389892578125,4081.510009765625,4047.949951171875,4079.090087890625,4045480000
733,2023-02-16,4114.75,4136.5400390625,4089.489990234375,4090.409912109375,4143660000
734,2023-02-15,4119.5,4148.10986328125,4103.97998046875,4147.60009765625,4075980000
735,2023-02-14,4126.7001953125,4159.77001953125,4095.010009765625,4136.1298828125,3929200000
736,2023-02-13,4096.6201171875,4138.89990234375,4092.669921875,4137.2900390625,3448620000
737,2023-02-10,4068.919921875,4094.360107421875,4060.7900390625,4090.4599609375,3891520000
738,2023-02-09,4144.25,4156.22998046875,4069.669921875,4081.5,4270200000
739,2023-02-08,4153.47021484375,4156.85009765625,4111.669921875,4117.85986328125,4029820000
740,2023-02-07,4105.35009765625,4176.5400390625,4088.389892578125,4164.0,4355860000
741,2023-02-06,4119.56982421875,4124.6298828125,4093.3798828125,4111.080078125,4114240000
742,2023-02-03,4136.68994140625,4182.35986328125,4123.35986328125,4136.47998046875,4694510000
743,2023-02-02,4158.68017578125,4195.43994140625,4141.8798828125,4179.759765625,5624360000
744,2023-02-01,4070.070068359375,4148.9501953125,4037.199951171875,4119.2099609375,4856930000
745,2023-01-31,4020.85009765625,4077.159912109375,4020.43994140625,4076.60009765625,4679320000
746,2023-01-30,4049.27001953125,4063.85009765625,4015.550048828125,4017.77001953125,3802000000
747,2023-01-27,4053.719970703125,4094.2099609375,4048.699951171875,4070.56005859375,3907760000
748,2023-01-26,4036.080078125,4061.570068359375,4013.2900390625,4060.429931640625,3809590000
749,2023-01-25,3982.7099609375,4019.550048828125,3949.06005859375,4016.219970703125,3724020000
750,2023-01-24,4001.739990234375,4023.919921875,3989.7900390625,4016.949951171875,3320430000
751,2023-01-23,3978.139892578125,4039.31005859375,3971.639892578125,4019.81005859375,3945210000
752,2023-01-20,3909.0400390625,3972.9599609375,3897.860107421875,3972.610107421875,4013360000
753,2023-01-19,3911.840087890625,3922.93994140625,3885.5400390625,3898.85009765625,3991500000
754,2023-01-18,4002.25,4014.159912109375,3926.590087890625,3928.860107421875,4298710000
755,2023-01-17,3999.280029296875,4015.389892578125,3984.570068359375,3990.969970703125,4235560000
756,2023-01-13,3960.60009765625,4003.949951171875,3947.669921875,3999.090087890625,3939700000
757,2023-01-12,3977.570068359375,3997.760009765625,3937.56005859375,3983.169921875,4440260000
758,2023-01-11,3932.35009765625,3970.070068359375,3928.5400390625,3969.610107421875,4303360000
759,2023-01-10,3888.570068359375,3919.830078125,3877.2900390625,3919.25,3851030000
760,2023-01-09,3910.820068359375,3950.570068359375,3890.419921875,3892.090087890625,4311770000
761,2023-01-06,3823.3701171875,3906.18994140625,3809.56005859375,3895.080078125,3923560000
762,2023-01-05,3839.739990234375,3839.739990234375,3802.419921875,3808.10009765625,3893450000
763,2023-01-04,3840.360107421875,3873.159912109375,3815.77001953125,3852.969970703125,4414080000
764,2023-01-03,3853.2900390625,3878.4599609375,3794.330078125,3824.139892578125,3959140000
765,2022-12-30,3829.06005859375,3839.85009765625,3800.340087890625,3839.5,2979870000
766,2022-12-29,3805.449951171875,3858.18994140625,3805.449951171875,3849.280029296875,3003680000
767,2022-12-28,3829.56005859375,3848.320068359375,3780.780029296875,3783.219970703125,3083520000
768,2022-12-27,3843.340087890625,3846.64990234375,3813.219970703125,3829.25,3030300000
769,2022-12-23,3815.110107421875,3845.800048828125,3797.010009765625,3844.820068359375,2819280000
770,2022-12-22,3853.260009765625,3853.260009765625,3764.489990234375,3822.389892578125,3956950000
771,2022-12-21,3839.489990234375,3889.820068359375,3839.489990234375,3878.43994140625,3775200000
772,2022-12-20,3810.469970703125,3838.239990234375,3795.6201171875,3821.6201171875,3985370000
773,2022-12-19,3853.7900390625,3854.860107421875,3800.0400390625,3817.659912109375,3969610000
774,2022-12-16,3890.909912109375,3890.909912109375,3827.909912109375,3852.360107421875,7493660000
775,2022-12-15,3958.3701171875,3958.3701171875,3879.449951171875,3895.75,4493900000
776,2022-12-14,4015.5400390625,4053.760009765625,3965.64990234375,3995.320068359375,4472340000
777,2022-12-13,4069.3798828125,4100.9599609375,3993.030029296875,4019.64990234375,5079360000
778,2022-12-12,3939.2900390625,3990.7099609375,3935.300048828125,3990.56005859375,3904130000
779,2022-12-09,3954.169921875,3977.02001953125,3933.0400390625,3934.3798828125,3888260000
780,2022-12-08,3947.7900390625,3974.18994140625,3935.830078125,3963.510009765625,4006900000
781,2022-12-07,3933.280029296875,3957.570068359375,3922.679931640625,3933.919921875,4118050000
782,2022-12-06,3996.6298828125,4001.510009765625,3918.389892578125,3941.260009765625,4368380000
783,2022-12-05,4052.02001953125,4052.449951171875,3984.489990234375,3998.840087890625,4280820000
784,2022-12-02,4040.169921875,4080.47998046875,4026.6298828125,4071.699951171875,4012620000
785,2022-12-01,4087.139892578125,4100.509765625,4050.8701171875,4076.570068359375,4527130000
786,2022-11-30,3957.179931640625,4080.110107421875,3938.580078125,4080.110107421875,6579360000
787,2022-11-29,3964.18994140625,3976.77001953125,3937.64990234375,3957.6298828125,3546040000
788,2022-11-28,4005.360107421875,4012.27001953125,3955.77001953125,3963.93994140625,3615430000
789,2022-11-25,4023.340087890625,4034.02001953125,4020.760009765625,4026.1201171875,1706460000
790,2022-11-23,4000.300048828125,4033.780029296875,3998.659912109375,4027.260009765625,3279720000
791,2022-11-22,3965.510009765625,4005.8798828125,3956.8798828125,4003.580078125,3887990000
792,2022-11-21,3956.22998046875,3962.0,3933.340087890625,3949.93994140625,3850690000
793,2022-11-18,3966.389892578125,3979.889892578125,3935.97998046875,3965.340087890625,4037360000
794,2022-11-17,3919.260009765625,3954.330078125,3906.5400390625,3946.56005859375,4051780000
795,2022-11-16,3976.820068359375,3983.090087890625,3954.340087890625,3958.7900390625,4165320000
796,2022-11-15,4006.409912109375,4028.840087890625,3953.169921875,3991.72998046875,5015310000
797,2022-11-14,3977.969970703125,4008.969970703125,3956.39990234375,3957.25,4561930000
798,2022-11-11,3963.719970703125,4001.47998046875,3944.820068359375,3992.929931640625,5593310000
799,2022-11-10,3859.889892578125,3958.330078125,3859.889892578125,3956.3701171875,5781260000
800,2022-11-09,3810.93994140625,3818.199951171875,3744.219970703125,3748.570068359375,4645010000
801,2022-11-08,3817.02001953125,3859.39990234375,3786.280029296875,3828.110107421875,4607640000
802,2022-11-07,3780.7099609375,3813.949951171875,3764.699951171875,3806.800048828125,4341620000
803,2022-11-04,3766.97998046875,3796.340087890625,3708.840087890625,3770.550048828125,5400180000
804,2022-11-03,3733.25,3750.590087890625,3698.14990234375,3719.889892578125,4625290000
805,2022-11-02,3852.89990234375,3894.43994140625,3758.679931640625,3759.68994140625,4899000000
806,2022-11-01,3901.7900390625,3911.7900390625,3843.800048828125,3856.10009765625,4481210000
807,2022-10-31,3881.85009765625,3893.72998046875,3863.179931640625,3871.97998046875,4820620000
808,2022-10-28,3808.260009765625,3905.419921875,3808.260009765625,3901.06005859375,4459410000
809,2022-10-27,3834.68994140625,3859.949951171875,3803.7900390625,3807.300048828125,4687320000
810,2022-10-26,3825.969970703125,3886.14990234375,3824.070068359375,3830.60009765625,4817310000
811,2022-10-25,3799.43994140625,3862.85009765625,3799.43994140625,3859.110107421875,4843120000
812,2022-10-24,3762.010009765625,3810.739990234375,3741.64990234375,3797.340087890625,4747930000
813,2022-10-21,3657.10009765625,3757.889892578125,3647.419921875,3752.75,5078020000
814,2022-10-20,3689.050048828125,3736.0,3656.43994140625,3665.780029296875,4496620000
815,2022-10-19,3703.110107421875,3728.580078125,3666.510009765625,3695.159912109375,4223800000
816,2022-10-18,3746.260009765625,3762.7900390625,3686.530029296875,3719.97998046875,4483740000
817,2022-10-17,3638.64990234375,3689.72998046875,3638.64990234375,3677.949951171875,4352780000
818,2022-10-14,3690.409912109375,3712.0,3579.679931640625,3583.070068359375,4243030000
819,2022-10-13,3520.3701171875,3685.409912109375,3491.580078125,3669.909912109375,5021680000
820,2022-10-12,3590.830078125,3608.340087890625,3573.860107421875,3577.030029296875,4006830000
821,2022-10-11,3595.860107421875,3640.659912109375,3568.449951171875,3588.840087890625,4759030000
822,2022-10-10,3647.510009765625,3652.169921875,3588.10009765625,3612.389892578125,3834320000
823,2022-10-07,3706.739990234375,3706.739990234375,3620.72998046875,3639.659912109375,4449660000
824,2022-10-06,3771.969970703125,3797.929931640625,3739.219970703125,3744.52001953125,4252100000
825,2022-10-05,3753.25,3806.909912109375,3722.659912109375,3783.280029296875,4293180000
826,2022-10-04,3726.4599609375,3791.919921875,3726.4599609375,3790.929931640625,5146580000
827,2022-10-03,3609.780029296875,3698.35009765625,3604.929931640625,3678.429931640625,4806680000
828,2022-09-30,3633.47998046875,3671.43994140625,3584.1298828125,3585.6201171875,5645360000
829,2022-09-29,3687.010009765625,3687.010009765625,3610.39990234375,3640.469970703125,4681810000
830,2022-09-28,3651.93994140625,3736.739990234375,3640.610107421875,3719.0400390625,4684850000
831,2022-09-27,3686.43994140625,3717.530029296875,3623.2900390625,3647.2900390625,4577740000
832,2022-09-26,3682.719970703125,3715.669921875,3644.760009765625,3655.0400390625,4886140000
833,2022-09-23,3727.139892578125,3727.139892578125,3647.469970703125,3693.22998046875,5144270000
834,2022-09-22,3782.360107421875,3790.89990234375,3749.449951171875,3757.989990234375,4284600000
835,2022-09-21,3871.39990234375,3907.070068359375,3789.489990234375,3789.929931640625,4078330000
836,2022-09-20,3875.22998046875,3876.010009765625,3827.5400390625,3855.929931640625,4058050000
837,2022-09-19,3849.909912109375,3900.449951171875,3838.5,3899.889892578125,3766850000
838,2022-09-16,3880.949951171875,3880.949951171875,3837.080078125,3873.330078125,7954650000
839,2022-09-15,3932.409912109375,3959.139892578125,3888.280029296875,3901.35009765625,4441830000
840,2022-09-14,3940.72998046875,3961.93994140625,3912.179931640625,3946.010009765625,4293240000
841,2022-09-13,4037.1201171875,4037.1201171875,3921.280029296875,3932.68994140625,4224550000
842,2022-09-12,4083.669921875,4119.27978515625,4083.669921875,4110.41015625,3814200000
843,2022-09-09,4022.93994140625,4076.81005859375,4022.93994140625,4067.360107421875,3901940000
844,2022-09-08,3959.93994140625,4010.5,3944.81005859375,4006.179931640625,3966850000
845,2022-09-07,3909.429931640625,3987.889892578125,3906.030029296875,3979.8701171875,3890320000
846,2022-09-06,3930.889892578125,3942.550048828125,3886.75,3908.18994140625,4127340000
847,2022-09-02,3994.659912109375,4018.429931640625,3906.2099609375,3924.260009765625,3665850000
848,2022-09-01,3936.72998046875,3970.22998046875,3903.64990234375,3966.85009765625,4152250000
849,2022-08-31,4000.669921875,4015.3701171875,3954.530029296875,3955.0,4542490000
850,2022-08-30,4041.25,4044.97998046875,3965.2099609375,3986.159912109375,3835860000
851,2022-08-29,4034.580078125,4062.989990234375,4017.419921875,4030.610107421875,3396510000
852,2022-08-26,4198.740234375,4203.0400390625,4057.659912109375,4057.659912109375,3832750000
853,2022-08-25,4153.259765625,4200.5400390625,4147.58984375,4199.1201171875,3566870000
854,2022-08-24,4126.5498046875,4156.56005859375,4119.97021484375,4140.77001953125,3583630000
855,2022-08-23,4133.08984375,4159.77001953125,4124.02978515625,4128.72998046875,3823520000
856,2022-08-22,4195.080078125,4195.080078125,4129.85986328125,4137.990234375,3907430000
857,2022-08-19,4266.31005859375,4266.31005859375,4218.7001953125,4228.47998046875,3761340000
858,2022-08-18,4273.1298828125,4292.52978515625,4261.97998046875,4283.740234375,3340330000
859,2022-08-17,4280.39990234375,4302.18017578125,4253.080078125,4274.0400390625,3885030000
860,2022-08-16,4290.4599609375,4325.27978515625,4277.77001953125,4305.2001953125,4329820000
861,2022-08-15,4269.3701171875,4301.7900390625,4256.89990234375,4297.14013671875,3696830000
862,2022-08-12,4225.02001953125,4280.47021484375,4219.77978515625,4280.14990234375,3788010000
863,2022-08-11,4227.39990234375,4257.91015625,4201.41015625,4207.27001953125,4630200000
864,2022-08-10,4181.02001953125,4211.02978515625,4177.259765625,4210.240234375,4546010000
865,2022-08-09,4133.10986328125,4137.2998046875,4112.08984375,4122.47021484375,3913090000
866,2022-08-08,4155.93017578125,4186.6201171875,4128.97021484375,4140.06005859375,4221090000
867,2022-08-05,4115.8701171875,4151.580078125,4107.31005859375,4145.18994140625,4085940000
868,2022-08-04,4154.85009765625,4161.2900390625,4135.419921875,4151.93994140625,4283320000
869,2022-08-03,4107.9599609375,4167.66015625,4107.9599609375,4155.169921875,4351760000
870,2022-08-02,4104.2099609375,4140.47021484375,4079.81005859375,4091.18994140625,4727710000
871,2022-08-01,4112.3798828125,4144.9501953125,4096.02001953125,4118.6298828125,4202810000
872,2022-07-29,4087.330078125,4140.14990234375,4079.219970703125,4130.2900390625,4616360000
873,2022-07-28,4026.1298828125,4078.949951171875,3992.969970703125,4072.429931640625,4413000000
874,2022-07-27,3951.429931640625,4039.56005859375,3951.429931640625,4023.610107421875,4112180000
875,2022-07-26,3953.219970703125,3953.219970703125,3910.739990234375,3921.050048828125,3778950000
876,2022-07-25,3965.719970703125,3975.300048828125,3943.4599609375,3966.840087890625,3568340000
877,2022-07-22,3998.429931640625,4012.43994140625,3938.860107421875,3961.6298828125,3979240000
878,2022-07-21,3955.469970703125,3999.2900390625,3927.639892578125,3998.949951171875,4132790000
879,2022-07-20,3935.320068359375,3974.1298828125,3922.030029296875,3959.89990234375,4185300000
880,2022-07-19,3860.72998046875,3939.81005859375,3860.72998046875,3936.68994140625,4041070000
881,2022-07-18,3883.7900390625,3902.43994140625,3818.6298828125,3830.85009765625,4046870000
882,2022-07-15,3818.0,3863.6201171875,3817.179931640625,3863.159912109375,4143800000
883,2022-07-14,3763.989990234375,3796.409912109375,3721.56005859375,3790.3798828125,4199690000
884,2022-07-13,3779.669921875,3829.43994140625,3759.070068359375,3801.780029296875,4109390000
885,2022-07-12,3851.949951171875,3873.409912109375,3802.360107421875,3818.800048828125,3817210000
886,2022-07-11,3880.93994140625,3880.93994140625,3847.219970703125,3854.429931640625,3423480000
887,2022-07-08,3888.260009765625,3918.5,3869.340087890625,3899.3798828125,3521620000
888,2022-07-07,3858.85009765625,3910.6298828125,3858.85009765625,3902.6201171875,4057770000
889,2022-07-06,3831.97998046875,3870.909912109375,3809.3701171875,3845.080078125,4417720000
890,2022-07-05,3792.610107421875,3832.18994140625,3742.06005859375,3831.389892578125,5076590000
891,2022-07-01,3781.0,3829.820068359375,3752.10009765625,3825.330078125,4046950000
892,2022-06-30,3785.989990234375,3818.989990234375,3738.669921875,3785.3798828125,4840070000
893,2022-06-29,3825.090087890625,3836.5,3799.02001953125,3818.830078125,4211240000
894,2022-06-28,3913.0,3945.860107421875,3820.139892578125,3821.550048828125,4270120000
895,2022-06-27,3920.760009765625,3927.719970703125,3889.659912109375,3900.110107421875,4325310000
896,2022-06-24,3821.75,3913.64990234375,3821.75,3911.739990234375,8120260000
897,2022-06-23,3774.7099609375,3802.580078125,3743.52001953125,3795.72998046875,5098640000
898,2022-06-22,3733.889892578125,3801.7900390625,3717.68994140625,3759.889892578125,5058990000
899,2022-06-21,3715.31005859375,3779.64990234375,3715.31005859375,3764.7900390625,5292260000
900,2022-06-17,3665.89990234375,3707.7099609375,3636.8701171875,3674.840087890625,8520740000
901,2022-06-16,3728.179931640625,3728.179931640625,3639.77001953125,3666.77001953125,5644930000
902,2022-06-15,3764.050048828125,3837.56005859375,3722.300048828125,3789.989990234375,5530480000
903,2022-06-14,3763.52001953125,3778.179931640625,3705.679931640625,3735.47998046875,5153890000
904,2022-06-13,3838.14990234375,3838.14990234375,3734.300048828125,3749.6298828125,5636890000
905,2022-06-10,3974.389892578125,3974.389892578125,3900.159912109375,3900.860107421875,4889640000
906,2022-06-09,4101.64990234375,4119.10009765625,4017.169921875,4017.820068359375,4134170000
907,2022-06-08,4147.1201171875,4160.14013671875,4107.2001953125,4115.77001953125,4159470000
908,2022-06-07,4096.47021484375,4164.85986328125,4080.18994140625,4160.68017578125,4248210000
909,2022-06-06,4134.72021484375,4168.77978515625,4109.18017578125,4121.43017578125,4332700000
910,2022-06-03,4137.56982421875,4142.669921875,4098.669921875,4108.5400390625,3711110000
911,2022-06-02,4095.409912109375,4177.509765625,4074.3701171875,4176.81982421875,4405790000
912,2022-06-01,4149.77978515625,4166.5400390625,4073.85009765625,4101.22998046875,4531800000
913,2022-05-31,4151.08984375,4168.33984375,4104.8798828125,4132.14990234375,6822640000
914,2022-05-27,4077.429931640625,4158.490234375,4077.429931640625,4158.240234375,4375620000
915,2022-05-26,3984.60009765625,4075.139892578125,3984.60009765625,4057.840087890625,4709970000
916,2022-05-25,3929.590087890625,3999.330078125,3925.030029296875,3978.72998046875,4802560000
917,2022-05-24,3942.93994140625,3955.679931640625,3875.1298828125,3941.47998046875,4923190000
918,2022-05-23,3919.419921875,3981.8798828125,3909.0400390625,3973.75,4420030000
919,2022-05-20,3927.760009765625,3943.419921875,3810.320068359375,3901.360107421875,5130730000
920,2022-05-19,3899.0,3945.9599609375,3876.580078125,3900.7900390625,5113550000
921,2022-05-18,4051.97998046875,4051.97998046875,3911.909912109375,3923.679931640625,5103220000
922,2022-05-17,4052.0,4090.719970703125,4033.929931640625,4088.85009765625,4841410000
923,2022-05-16,4013.02001953125,4046.4599609375,3983.989990234375,4008.010009765625,4415030000
924,2022-05-13,3963.89990234375,4038.8798828125,3963.89990234375,4023.889892578125,5183340000
925,2022-05-12,3903.949951171875,3964.800048828125,3858.8701171875,3930.080078125,6286450000
926,2022-05-11,3990.080078125,4049.090087890625,3928.820068359375,3935.179931640625,5816140000
927,2022-05-10,4035.179931640625,4068.820068359375,3958.169921875,4001.050048828125,5885820000
928,2022-05-09,4081.27001953125,4081.27001953125,3975.47998046875,3991.239990234375,5954520000
929,2022-05-06,4128.169921875,4157.68994140625,4067.909912109375,4123.33984375,5116940000
930,2022-05-05,4270.43017578125,4270.43017578125,4106.009765625,4146.8701171875,5077030000
931,2022-05-04,4181.18017578125,4307.66015625,4148.91015625,4300.169921875,5136360000
932,2022-05-03,4159.77978515625,4200.10009765625,4147.080078125,4175.47998046875,4582050000
933,2022-05-02,4130.60986328125,4169.81005859375,4062.510009765625,4155.3798828125,5163790000
934,2022-04-29,4253.75,4269.68017578125,4124.27978515625,4131.93017578125,5084030000
935,2022-04-28,4222.580078125,4308.4501953125,4188.6298828125,4287.5,4854180000
936,2022-04-27,4186.52001953125,4240.7099609375,4162.89990234375,4183.9599609375,4769680000
